Taxonomy	GXH_3171	GXH_2742	GXH_1176	GXH_3170	GXH_3392	GXH_3174	GXH_1634	GXH_2301	GXH_2741	GXH_3384	GXH_2520	GXH_1635	GXH_913	GXH_1390	GXH_2631	GXH_4036	GXH_1860	GXH_3303	GXH_2074	GXH_3806	GXH_3593	GXH_695	GXH_1389
Thiodictyon	142	99	298	166	89	481	141	450	274	184	164	156	96	148	193	63	142	288	218	210	173	149	244
Thioflavicoccus	91	46	119	77	71	74	196	184	59	70	236	267	186	150	86	133	387	50	81	152	67	262	190
Acidihalobacter	485	187	468	450	188	322	517	326	283	190	659	445	389	516	299	267	273	244	327	254	106	476	455
Alkalilimnicola	161	18	69	51	84	241	157	34	58	74	509	108	265	72	14	101	878	45	72	228	66	426	134
Ectothiorhodospira	153	35	271	209	47	193	275	233	40	209	396	249	196	151	17	98	445	113	98	130	32	246	316
Halorhodospira	380	53	162	274	40	383	251	150	101	140	148	197	134	178	51	103	80	96	357	62	24	207	144
Spiribacter	67	21	130	19	106	112	98	44	128	50	104	288	66	46	204	43	68	154	228	102	27	71	95
Thioalkalivibrio	461	228	853	321	262	846	677	795	509	580	890	490	721	412	420	336	1372	547	383	601	398	504	430
Granulosicoccus	23	5	29	15	28	49	9	13	33	12	24	52	47	21	41	28	17	5	171	29	9	19	10
Halothiobacillus	49	16	50	61	17	85	29	56	236	43	63	50	78	32	42	18	45	60	23	54	80	29	49
Wenzhouxiangella	15	7	71	98	16	53	24	7	14	23	71	25	57	33	9	28	93	15	38	19	12	64	11
Woeseia	525	71	173	27	18	52	43	38	48	35	76	47	93	481	344	873	11	288	90	59	727	97	149
Leminorella	127	6	38	26	30	28	18	22	64	59	23	14	22	38	67	38	8	38	46	32	31	13	24
Pragia	19	23	45	20	70	73	28	55	46	18	96	20	65	23	33	49	31	30	22	31	17	42	20
Candidatus Blochmannia	14	14	22	21	72	49	14	15	26	21	6	31	57	85	66	19	7	17	22	6	12	26	7
Candidatus Doolittlea	1	0	26	0	26	74	21	64	7	23	3	9	200	121	1	2	2	6	4	8	0	127	3
Candidatus Gullanella	3	7	41	36	13	13	35	15	24	32	2	32	15	32	332	70	17	38	90	36	37	20	80
Candidatus Hamiltonella	10	3	11	36	7	20	5	18	12	42	20	9	9	7	29	74	6	5	9	18	21	20	12
Candidatus Hoaglandella	12	3	8	7	13	8	7	9	9	13	9	12	11	7	4	20	4	3	10	30	55	11	23
Candidatus Ishikawaella	0	3	2	1	0	0	1	1	0	1	1	2	0	1	0	1	0	2	1	0	8	1	0
Candidatus Mikella	1	0	14	0	0	0	0	1	3	2	2	2	7	0	1	1	2	0	2	4	0	2	2
Candidatus Moranella	0	194	3	0	0	1	0	0	0	1	2	0	0	0	5	2	2	0	2	0	14	0	0
Candidatus Purcelliella	134	5	1	0	6	6	2	0	1	7	7	1	6	0	0	0	0	0	2	0	0	1	1
Candidatus Riesia	6	0	2	2	4	11	0	8	5	29	0	1	20	5	0	1	0	0	41	2	0	8	5
Candidatus Tachikawaea	20	2	4	3	6	6	3	8	3	6	2	0	10	4	3	6	2	2	16	2	12	17	0
Cedecea	71	26	183	121	43	102	49	72	145	116	34	167	195	43	120	138	54	64	405	62	45	124	80
Citrobacter	1046	197	1594	462	373	1744	508	358	341	364	820	350	488	590	1781	12735	235	1087	2024	287	350	499	226
Cronobacter	307	79	308	127	144	286	586	114	135	273	472	162	174	342	424	949	149	266	320	238	148	273	208
Enterobacter	612	656	1249	821	488	1308	870	831	389	635	1157	810	646	685	728	4482	453	1004	1629	500	626	867	626
Escherichia	136916	53371	183916	29869	218090	254844	36201	697	24124	1307	107101	3516	42953	32861	420421	1519222	28090	152961	318364	3349	119554	56312	937
Gibbsiella	21	7	36	23	24	54	23	33	23	43	31	44	18	13	33	56	2	19	20	30	21	17	37
Klebsiella	2255	644	2099	1226	817	1233	1156	1168	706	514	1907	1063	1262	1373	2702	29267	970	1051	2463	796	1356	1277	632
Kluyvera	5	6	10	22	11	26	7	14	17	6	10	4	22	9	30	53	8	25	19	6	26	10	11
Kosakonia	76	38	154	102	85	252	111	107	76	33	115	87	137	82	135	497	78	83	154	50	79	115	69
Leclercia	59	7	158	42	6	207	25	119	45	62	78	27	28	73	70	142	78	110	78	11	25	33	67
Lelliottia	142	23	217	50	88	300	194	186	30	71	410	118	116	144	111	593	149	49	111	231	63	140	113
Limnobaculum	10	4	40	13	10	12	12	3	20	22	0	34	15	25	6	26	4	11	28	10	1	7	10
Pluralibacter	531	201	1106	118	427	520	841	837	473	433	246	704	355	728	520	219	875	1004	569	994	51	274	217
Raoultella	217	84	162	128	58	194	233	144	96	145	159	60	180	220	498	339	120	84	147	88	86	67	231
Salmonella	1062	716	1227	439	1035	1290	369	156	172	150	511	201	342	304	961	7249	177	1404	1438	127	1357	293	109
Shigella	1216	42	297	48	111	3640	36	0	16	2	79	4	21	71	285	7456	33	100	348	4	140	48	1
Shimwellia	26	6	32	44	10	22	32	22	19	27	21	17	21	32	30	85	12	11	20	29	3	22	36
Buchnera	75	76	131	41	194	54	50	33	54	60	77	29	87	25	57	80	48	19	54	108	106	61	60
Erwinia	373	120	377	598	114	253	239	255	177	321	296	209	305	331	102	194	233	175	448	436	110	444	425
Pantoea	336	148	696	563	390	724	365	490	277	355	475	395	509	446	364	316	122	418	505	286	241	405	392
Tatumella	6	0	63	7	29	45	14	8	20	27	51	12	29	7	18	12	15	17	24	12	30	14	11
Wigglesworthia	0	2	1	3	4	2	1	0	23	10	1	23	6	1	0	4	0	0	0	1	8	2	0
Edwardsiella	148	70	426	166	103	287	110	265	247	315	360	93	505	164	96	161	96	222	369	173	170	159	133
Hafnia	39	16	41	14	95	29	66	145	90	28	45	137	103	43	59	56	46	15	15	27	39	25	23
Obesumbacterium	15	6	13	4	3	129	1	6	14	35	27	49	25	7	0	15	2	5	2	5	1	23	2
Arsenophonus	2	3	13	0	2	26	0	14	16	7	0	0	4	1	68	2	3	14	1	7	2	5	2
Morganella	52	1	44	63	35	30	60	44	63	23	113	26	50	18	293	44	60	30	24	83	61	12	23
Photorhabdus	58	20	115	23	47	69	53	82	39	41	122	44	53	40	32	47	13	35	26	55	24	60	50
Proteus	12	7	9	26	20	34	64	78	16	17	192	29	60	26	48	71	53	33	53	20	32	210	28
Providencia	55	49	174	311	71	146	62	261	29	351	103	436	153	126	111	199	34	80	87	56	41	150	211
Xenorhabdus	128	18	55	47	54	61	69	74	41	91	107	32	78	81	126	72	24	43	71	35	32	81	34
Brenneria	87	46	306	106	57	88	90	58	107	133	336	62	109	159	249	119	118	105	157	90	70	132	212
Dickeya	401	124	1124	584	368	655	334	487	390	278	604	411	765	409	352	319	323	229	528	414	508	418	372
Lonsdalea	18	11	38	9	26	83	50	28	4	20	28	29	41	42	12	33	25	23	23	19	17	36	27
Pectobacterium	256	154	465	161	98	214	309	276	93	143	477	204	420	229	170	245	67	136	201	209	162	228	248
Sodalis	206	55	176	133	174	150	92	191	50	151	161	68	115	102	78	122	80	82	198	166	42	255	90
Candidatus Fukatsuia	0	6	7	3	33	17	30	40	8	16	3	16	361	117	12	11	1	8	8	3	18	138	6
Chania	2	2	21	18	6	20	11	5	4	16	13	16	33	14	8	5	21	11	27	7	16	19	10
Rahnella	104	21	120	159	111	69	175	152	51	70	120	173	123	90	92	50	40	45	241	33	25	43	32
Serratia	886	371	1454	661	472	1730	982	1091	675	682	802	726	851	824	672	642	434	902	638	1048	702	913	929
Yersinia	242	116	288	248	299	369	195	223	150	301	306	382	326	214	194	571	133	328	303	149	138	174	199
Phytobacter	0	0	2	0	0	3	0	0	0	0	2	2	0	0	0	24	4	0	7	0	0	5	0
Plesiomonas	54	6	12	74	10	39	14	18	29	38	38	20	66	35	29	19	3	17	29	23	4	47	33
Immundisolibacter	19	20	163	13	37	49	36	37	35	23	213	24	49	79	87	48	6	46	28	45	54	48	50
Coxiella	159	41	85	38	73	54	267	55	44	55	51	19	67	188	181	65	43	66	53	104	6	166	92
Fluoribacter	4	0	9	26	3	19	0	8	6	17	13	7	7	1	1	15	32	27	31	34	45	23	6
Legionella	371	40	166	158	133	155	229	90	195	152	157	248	225	201	275	138	110	208	283	186	71	215	178
Tatlockia	2	0	6	3	1	10	3	7	4	4	6	1	13	4	7	3	6	0	5	2	2	0	1
Methylocaldum	33	27	147	69	48	157	52	77	38	125	171	76	204	92	53	56	35	60	34	64	58	57	54
Methylococcus	161	46	178	161	43	105	70	74	24	62	116	70	103	75	39	48	18	48	100	72	35	135	66
Methylomicrobium	451	24	208	359	73	202	211	151	228	168	279	202	367	122	174	72	41	92	238	65	44	178	98
Methylomonas	754	174	498	194	141	248	360	167	200	223	312	206	313	845	577	1026	159	451	298	303	771	440	249
Methylovulum	19	14	57	23	12	15	35	17	32	44	48	38	40	25	17	18	13	32	35	44	23	44	32
Solimonas	60	35	109	103	51	186	255	89	40	41	96	103	75	84	77	50	28	44	131	92	26	138	148
Steroidobacter	21	26	197	101	52	108	38	46	45	42	86	72	55	66	61	78	22	41	58	172	42	87	64
Alcanivorax	277	162	520	223	119	279	343	156	156	208	821	173	333	210	236	294	752	155	201	221	149	473	185
Ketobacter	47	39	15	29	25	23	17	26	20	11	22	53	173	45	38	89	494	16	108	44	26	253	15
Endozoicomonas	241	185	274	109	189	133	334	276	193	182	80	305	60	347	194	11	506	495	287	576	1	81	90
Hahella	21	11	48	33	30	43	29	18	21	24	33	30	25	29	58	8	28	13	28	167	28	17	189
Candidatus Carsonella	0	0	1	1	0	0	1	1	5	1	0	1	9	1	1	1	0	1	1	2	3	4	1
Candidatus Evansia	134	0	5	2	18	11	8	6	4	2	3	9	16	1	0	0	7	1	9	1	1	19	11
Candidatus Portiera	5	2	1	14	1	9	1	11	29	23	5	1	5	0	21	0	3	5	4	5	3	6	31
Chromohalobacter	39	5	72	38	13	62	44	14	12	21	116	35	79	32	11	34	153	12	62	53	10	75	28
Cobetia	71	31	99	88	21	84	49	40	62	54	86	44	20	100	32	22	128	30	133	30	37	58	114
Halomonas	1670	592	1601	1515	638	1302	1224	1276	851	1248	1437	1422	1194	1302	921	1162	1579	886	1001	1066	1294	1762	1259
Halotalea	21	10	68	39	90	85	81	86	40	37	159	36	39	58	18	26	28	34	19	26	10	11	6
Kushneria	44	21	178	38	79	130	41	93	48	49	201	55	27	163	132	28	13	71	37	169	44	73	69
Salinicola	101	34	76	31	37	35	39	15	30	24	124	89	22	59	9	43	20	47	67	126	20	37	33
Zymobacter	79	18	83	518	35	29	174	137	21	81	28	258	110	64	66	54	37	40	38	118	50	57	209
Kangiella	294	63	277	90	125	259	120	56	65	56	142	153	116	247	209	97	41	27	81	299	86	116	169
Bacterioplanes	3	7	62	9	4	20	37	42	8	7	30	129	42	12	1	5	3	15	17	6	5	34	14
Marinobacterium	64	31	100	132	39	36	81	118	28	153	64	110	234	41	34	19	39	39	38	177	23	125	84
Marinomonas	82	26	126	109	42	167	58	100	75	58	79	58	50	108	83	44	92	62	96	106	18	91	71
Oleispira	42	14	6	22	8	10	76	30	5	52	6	43	37	50	26	2	20	7	18	30	0	24	41
Thalassolituus	4	9	11	16	23	12	23	32	21	14	22	27	140	45	13	8	10	18	23	13	19	53	21
Oleiphilus	10	1	126	4	10	116	5	81	1	3	62	9	19	14	3	2	1	76	8	5	17	15	1
Gynuella	34	2	38	19	17	23	8	16	59	13	17	36	22	15	5	19	27	18	23	31	41	21	31
Reinekea	39	23	112	68	15	224	14	255	170	62	43	45	15	28	74	14	7	318	25	108	90	28	80
Saccharospirillum	11	25	163	19	21	117	32	33	49	19	151	29	32	53	23	27	3	64	28	77	21	38	13
Frischella	5	3	7	9	47	7	13	7	22	19	9	10	25	103	7	12	1	6	13	5	13	20	10
Gilliamella	5	1	8	7	15	10	18	35	7	13	8	10	43	22	10	35	4	4	19	5	13	54	5
Actinobacillus	573	224	412	7103	737	298	192	107	1154	202	5012	265	330	765	172	1219	441	594	1185	749	116	116	702
Aggregatibacter	392	96	314	367	235	129	329	131	210	72	711	108	91	380	251	1006	185	146	167	459	56	134	205
Basfia	43	30	26	324	44	96	32	159	88	64	388	56	128	141	36	300	43	18	23	105	11	115	45
Bibersteinia	167	155	320	197	172	134	318	696	158	204	296	326	178	85	539	155	112	62	325	426	566	239	286
Gallibacterium	12	28	16	165	32	33	7	4	44	5	319	10	41	20	22	191	27	16	32	44	61	2	18
Glaesserella	88	158	194	2740	427	256	176	67	831	74	3112	168	255	318	40	1442	271	206	343	475	244	92	441
Haemophilus	92	106	107	723	141	109	84	161	414	130	1752	172	251	250	191	1187	181	118	187	203	82	212	181
Histophilus	45	34	46	196	32	17	21	38	107	29	371	19	45	49	38	644	36	23	13	57	57	69	65
Mannheimia	240	196	375	257	368	144	295	246	402	185	572	350	99	425	201	297	715	777	403	769	158	94	111
Pasteurella	237	244	254	686	234	234	225	353	328	237	868	271	305	377	241	1168	265	311	301	307	267	241	263
Acinetobacter	655	347	700	370	792	727	645	724	449	697	552	411	843	866	544	429	308	538	578	477	340	1000	551
Moraxella	137	89	195	324	77	173	92	165	103	324	196	216	229	208	161	72	91	79	378	156	201	412	237
Psychrobacter	82	17	163	127	73	192	48	135	87	224	89	181	282	177	96	87	25	71	94	109	37	109	157
Azotobacter	119	56	213	113	76	93	84	36	52	96	159	93	108	131	46	41	269	41	220	169	41	148	140
Oblitimonas	5	0	11	14	16	57	5	14	11	25	25	8	15	20	3	11	7	27	32	7	3	16	10
Pseudomonas	7458	2701	9813	7847	3753	9491	7654	7871	5516	6974	8000	7673	7207	7814	6145	6683	5467	6612	6765	5898	5912	8498	7933
Salinisphaera	78	7	40	31	31	33	85	35	34	37	330	38	119	76	14	147	359	23	68	179	21	142	74
Allofrancisella	1	0	1	1	2	2	0	0	1	1	1	3	10	0	0	0	0	0	0	0	2	2	0
Francisella	602	232	849	109	320	376	678	782	437	352	101	628	303	605	340	68	816	938	511	1006	36	232	77
Cycloclasticus	85	16	22	25	2	11	20	16	10	3	16	12	6	67	1	30	3	2	61	38	10	15	7
Hydrogenovibrio	7	6	51	22	7	40	28	4	10	9	9	12	25	9	1	6	5	8	8	13	2	10	29
Methylophaga	10	19	51	59	6	30	17	14	15	44	48	7	210	22	352	44	10	30	26	13	28	34	86
Piscirickettsia	5	2	1	53	8	6	2	2	5	37	2	8	6	13	14	4	4	8	14	1	1	15	5
Thiomicrospira	5	0	13	22	8	15	8	35	18	23	9	31	38	18	76	47	0	30	11	16	25	22	19
Beggiatoa	6	3	14	5	7	27	10	10	3	10	8	4	18	44	1	5	2	0	0	39	3	65	12
Thioploca	0	0	28	3	3	13	13	17	3	14	6	12	9	7	4	0	5	8	4	15	38	6	4
Aliivibrio	16	17	33	19	44	54	21	39	26	97	30	44	82	36	2	27	13	16	48	14	9	75	51
Enterovibrio	13	5	29	3	1	17	17	7	8	15	2	20	36	26	13	0	16	15	18	41	3	2	7
Grimontia	5	5	7	7	14	54	17	26	3	10	34	22	14	17	24	7	18	12	6	13	24	8	1
Paraphotobacterium	3	2	6	1	7	4	1	12	4	2	3	10	7	1	0	1	3	3	2	2	5	12	1
Photobacterium	129	33	103	135	70	214	109	378	199	212	88	121	350	108	148	96	34	242	59	79	139	110	117
Vibrio	1162	381	1055	1482	713	916	1083	871	660	1099	678	2235	1161	1252	888	678	694	921	1297	948	486	910	1083
Ahniella	18	27	69	19	55	45	64	78	32	41	9	63	110	57	24	11	10	25	54	60	57	38	24
Dokdonella	45	43	48	362	30	69	73	43	55	61	85	61	52	54	33	48	42	32	90	126	26	67	91
Dyella	483	187	1214	744	394	492	778	903	428	677	309	1197	480	904	384	153	976	900	576	908	109	452	521
Frateuria	34	17	23	22	14	71	12	7	93	14	58	47	19	36	12	21	22	6	46	37	52	19	31
Luteibacter	275	106	561	58	167	228	455	406	223	157	93	357	92	367	213	25	490	546	274	538	20	78	44
Rhodanobacter	97	30	153	124	16	52	18	83	105	122	63	21	303	160	75	59	26	81	147	159	61	60	46
Luteimonas	112	68	591	162	98	511	141	593	264	220	146	240	182	197	172	71	131	386	156	124	181	148	263
Lysobacter	657	334	974	352	490	721	694	800	471	463	580	694	388	877	475	349	704	1003	463	873	209	456	510
Pseudoxanthomonas	648	109	262	442	36	98	68	114	79	357	63	256	151	536	359	888	73	363	626	173	845	162	332
Stenotrophomonas	943	343	1038	905	530	844	865	859	411	785	1191	1020	652	962	697	1155	509	855	530	627	879	839	731
Xanthomonas	416	238	792	650	241	766	687	788	662	522	646	704	762	393	498	279	376	545	511	527	356	632	589
Xylella	37	23	140	30	24	399	32	191	260	177	426	29	61	57	223	54	8	129	34	24	68	104	57
Hydrogenophilus	531	10	102	109	87	223	54	87	81	76	22	134	97	41	31	20	25	64	31	53	32	36	43
Bacteriovorax	9	4	14	67	8	30	10	13	26	97	15	11	79	13	24	27	6	4	14	11	5	4	6
Halobacteriovorax	388	45	137	22	72	23	35	23	115	56	21	227	78	253	236	470	41	291	320	88	389	65	100
Bdellovibrio	348	28	267	34	70	110	75	160	50	250	143	158	212	63	100	61	71	62	151	42	66	96	74
Mariprofundus	129	127	92	97	82	131	154	129	68	121	141	71	118	174	78	61	25	61	107	66	49	215	66
Leptospira	151	70	141	78	97	101	135	89	126	93	119	98	159	138	172	109	3594	123	183	80	190	188	166
Turneriella	19	6	136	26	21	136	6	102	47	30	6	38	28	23	98	37	5	75	36	48	2	45	16
Brachyspira	312	66	462	805	165	365	200	403	13405	214	42	377	366	127	79	80	78	112	242	138	383	504	211
Borrelia	33	144	40	20	42	59	30	44	115	66	9	28	110	33	14	1	23	77	40	86	12	70	37
Borreliella	10	9	5	16	51	25	72	121	195	89	3	47	68	30	42	12	90	34	57	19	14	36	16
Salinispira	140	124	428	203	206	265	182	216	195	315	45	159	315	211	108	54	154	163	177	457	37	189	269
Sediminispirochaeta	156	364	68	163	84	183	27	90	272	410	48	43	155	115	55	42	87	309	176	214	45	121	27
Sphaerochaeta	1025	217	5157	4667	2299	5892	675	912	2617	8537	633	1110	5349	1503	391	254	2470	3146	3467	2195	208	1127	1289
Spirochaeta	236	128	901	786	326	806	230	786	579	770	277	307	847	320	168	140	704	473	327	414	201	378	323
Treponema	15798	34682	6554	2358	5051	7090	3112	8478	9638	7857	2285	5016	399317	10870	5831	5103	8548	3544	4981	34670	3221	14843	3152
Acetomicrobium	19	55	77	41	53	33	154	62	15	19	55	61	57	34	70	132	53	57	55	26	32	76	60
Aminobacterium	60	8	335	270	182	200	45	67	108	502	50	68	252	172	23	54	63	161	181	122	47	30	58
Aminomonas	248	66	412	254	216	300	412	279	213	256	715	129	592	386	102	368	1190	155	496	239	64	466	359
Cloacibacillus	105859	22453	32467	31966	16507	12348	64459	31167	132195	48561	149318	31359	16562	56528	52161	123458	44620	27865	87318	395081	529861	36886	62306
Jonquetella	742	277	482	359	1235	1068	1909	1506	992	252	2586	235	376	344	338	2190	1978	228	290	516	87	202	498
Thermanaerovibrio	221	78	222	240	203	219	248	243	70	160	235	174	82	670	42	195	189	47	195	246	63	218	252
Thermovirga	25	13	37	10	152	64	16	27	87	20	41	62	16	47	63	51	21	57	73	41	7	17	41
Acholeplasma	169	132	957	80	427	914	151	553	151	132	224	388	266	204	69	60	80	488	381	267	199	166	315
Candidatus Phytoplasma	135	7	47	87	31	40	261	64	113	63	5	19	102	118	102	57	52	22	281	36	110	469	288
Entomoplasma	190	69	213	21	128	64	190	127	143	131	38	139	56	190	137	6	249	351	192	359	2	46	60
Mesoplasma	30	4	27	16	22	42	15	19	40	16	16	14	29	87	13	27	18	29	60	26	10	50	64
Spiroplasma	623	94	212	46	183	270	210	213	164	373	70	166	271	179	167	60	126	187	335	109	65	307	351
Mycoplasma	1541	554	2114	314	970	1094	1268	1417	941	1127	485	1325	917	1559	1178	378	1390	1584	1356	1550	291	689	740
Ureaplasma	15	4	14	8	45	21	17	52	2	38	9	3	21	24	1	0	1	3	3	5	23	15	3
Candidatus Izimaplasma	24	6	367	3	18	76	7	10	13	68	238	11	93	61	0	12	19	33	12	19	11	22	23
Caldimicrobium	1	4	2	1	0	1	2	0	1	1	1	0	2	36	0	1	0	0	4	0	16	5	8
Thermodesulfatator	6	0	4	7	4	12	2	4	211	3	2	5	19	5	11	0	2	7	10	4	2	8	6
Thermodesulfobacterium	25	87	7	8	14	12	8	2	17	12	4	3	12	4	9	2	15	9	17	70	10	2	13
Kosmotoga	81	6	31	54	6	20	8	4	11	9	8	56	26	2	70	7	3	5	26	7	53	19	7
Mesotoga	26	2	7	47	24	21	52	40	8	23	5	39	29	11	11	5	7	7	11	6	6	13	13
Defluviitoga	3	1	4	8	8	10	2	13	17	6	2	5	10	4	3	4	5	11	5	2	6	7	7
Marinitoga	35	16	34	28	81	34	22	36	63	33	17	9	57	24	13	19	17	27	42	40	15	44	68
Petrotoga	0	0	6	1	0	0	0	0	0	4	3	2	3	0	1	0	21	1	2	1	0	2	3
Fervidobacterium	64	7	121	6	187	175	49	36	107	42	87	347	43	87	91	7	56	192	281	123	13	32	57
Thermosipho	51	14	220	20	92	234	60	114	9	25	78	206	34	13	3	14	20	23	21	126	12	24	92
Pseudothermotoga	536	75	134	57	40	28	96	120	267	41	24	90	140	389	208	899	91	231	127	95	446	127	94
Thermotoga	27	41	67	45	50	185	105	107	30	70	94	119	140	71	32	88	66	36	71	104	15	47	69
Methylacidiphilum	3	7	5	7	1	7	7	27	6	10	12	40	24	10	32	6	47	5	6	10	6	20	10
Ereboglobus	254	69	252	273	106	114	518	214	136	123	268	293	251	295	212	218	182	109	148	150	47	181	199
Lacunisphaera	178	116	253	165	132	205	324	346	189	163	301	368	123	177	173	202	109	254	149	141	235	270	349
Opitutus	425	151	512	496	118	569	308	441	678	177	328	200	421	299	343	188	79	426	362	319	203	327	250
Coraliomargarita	165	58	104	81	55	57	81	48	40	47	84	75	47	106	43	55	24	54	104	86	40	56	63
Candidatus Xiphinematobacter	41	0	30	14	8	17	3	2	4	8	12	4	7	5	0	5	7	8	2	43	3	6	3
Akkermansia	361	1121	995	521	3428	1021	835	810	854	663	442425	1134	1102	546	469	396	372	657	1673	928	76654	756	756
Verrucomicrobium	83	84	277	550	136	277	165	258	255	164	169	242	368	126	158	92	66	189	373	124	75	155	167
Avsunviroid	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pelamoviroid	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Apscaviroid	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cocadviroid	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Coleviroid	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hostuviroid	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pospiviroid	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atadenovirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aviadenovirus	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Mastadenovirus	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0
Siadenovirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ageyesisatellite	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Babusatellite	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clecrusatellite	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostunsatellite	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Colecusatellite	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fabenesatellite	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gosmusatellite	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mivedwarsatellite	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Betatetravirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Omegatetravirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dinornavirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amalgavirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ampullavirus	0	0	1	0	0	3	0	0	5	0	6	0	0	0	0	0	0	0	0	0	0	0	0
Alphatorquevirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Betatorquevirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Deltatorquevirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Epsilontorquevirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Etatorquevirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gammatorquevirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gyrovirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Iotatorquevirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kappatorquevirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lambdatorquevirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thetatorquevirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zetatorquevirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arenavirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mammarenavirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Reptarenavirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ascovirus	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	1	0	1	0	0	0	0
Toursvirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Asfivirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ophiovirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Avastrovirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mamastrovirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacilladnavirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kieseladnavirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Protobacilladnavirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alphabaculovirus	5	1	5	5	9	3	10	10	16	3	1	5	6	9	4	0	5	15	3	9	0	7	19
Betabaculovirus	0	0	0	2	0	0	0	1	0	5	0	0	2	2	0	0	3	0	1	0	1	2	0
Deltabaculovirus	0	2	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
